lr-AdamW,step,train_loss,train_acc_top1,train_acc_top5,train_acc_mean_pos,epoch,val_loss_step,val_acc_top1_step,val_acc_top5_step,val_acc_mean_pos_step,val_loss_epoch,val_acc_top1_epoch,val_acc_top5_epoch,val_acc_mean_pos_epoch
0.0005,0,,,,,,,,,,,,,
,0,6.565680980682373,0.01833333447575569,0.03722222149372101,276.2900085449219,0,,,,,,,,
,1,7.737083435058594,0.025555554777383804,0.07055556029081345,221.554443359375,0,,,,,,,,
,2,6.039180755615234,0.03666666895151138,0.08833333849906921,142.1199951171875,0,,,,,,,,
,3,5.673279285430908,0.03611110895872116,0.11055555939674377,114.13278198242188,0,,,,,,,,
,4,5.510976791381836,0.056111112236976624,0.14444443583488464,89.05000305175781,0,,,,,,,,
,5,5.409332275390625,0.0555555559694767,0.13833333551883698,87.65167236328125,0,,,,,,,,
,6,5.153084754943848,0.06666667014360428,0.148333340883255,61.621665954589844,0,,,,,,,,
,7,5.094894886016846,0.05666666477918625,0.16333332657814026,62.84333801269531,0,,,,,,,,
,8,5.053544998168945,0.06666667014360428,0.1805555522441864,61.36333465576172,0,,,,,,,,
,9,5.01234245300293,0.08222222328186035,0.19055555760860443,62.1944465637207,0,,,,,,,,
,10,4.812979221343994,0.08611111342906952,0.21722222864627838,48.18888854980469,0,,,,,,,,
,11,4.713919639587402,0.08277778327465057,0.21833333373069763,42.31888961791992,0,,,,,,,,
,12,4.637423038482666,0.10999999940395355,0.2705555558204651,40.138336181640625,0,,,,,,,,
,13,4.56226921081543,0.08944444358348846,0.2383333444595337,39.7944450378418,0,,,,,,,,
,14,4.474686622619629,0.10111111402511597,0.2944444417953491,36.525001525878906,0,,,,,,,,
,15,4.574784278869629,0.11500000208616257,0.2850000262260437,39.91389083862305,0,,,,,,,,
,16,4.352160453796387,0.12666666507720947,0.301111102104187,31.85388946533203,0,,,,,,,,
,17,4.423434257507324,0.10999999940395355,0.30888891220092773,35.05055618286133,0,,,,,,,,
,18,4.395578384399414,0.11944444477558136,0.2800000011920929,34.96055603027344,0,,,,,,,,
,19,4.306200981140137,0.1411111056804657,0.3361111283302307,30.388334274291992,0,,,,,,,,
,20,4.229696273803711,0.14666667580604553,0.35277777910232544,29.046667098999023,0,,,,,,,,
,21,4.1456499099731445,0.15111112594604492,0.36055558919906616,24.406667709350586,0,,,,,,,,
,22,4.066468238830566,0.17444445192813873,0.39888888597488403,23.224445343017578,0,,,,,,,,
,23,3.9901199340820312,0.18333333730697632,0.42722222208976746,21.22944450378418,0,,,,,,,,
,24,4.034322261810303,0.18222221732139587,0.4172222316265106,22.84222412109375,0,,,,,,,,
,25,3.863085985183716,0.21388888359069824,0.4788888990879059,19.411666870117188,0,,,,,,,,
,26,3.8883118629455566,0.198888897895813,0.42722225189208984,20.26555633544922,0,,,,,,,,
,27,3.628009557723999,0.2455555498600006,0.5038889050483704,14.4127779006958,0,,,,,,,,
,28,3.681723117828369,0.21611112356185913,0.49666666984558105,16.75222396850586,0,,,,,,,,
,29,3.5129752159118652,0.2761111259460449,0.5516666769981384,12.475555419921875,0,,,,,,,,
,30,3.640540599822998,0.22388890385627747,0.4905555844306946,16.780555725097656,0,,,,,,,,
,31,3.473761796951294,0.29500001668930054,0.5827777981758118,13.325000762939453,0,,,,,,,,
,32,3.438253402709961,0.29055556654930115,0.5805555582046509,12.454444885253906,0,,,,,,,,
,33,3.497920513153076,0.2683333456516266,0.5205555558204651,13.862222671508789,0,,,,,,,,
